Date,Year,Month,City,Lat,Lon,Zone,Density,Vulnerability,Temp_C,Rain_mm,Protein_Instability,Smoking_Rate,Vaccination_Rate,Pred_Cases,Hosp_Rate
2026-05-01,2026,5,Chula Vista,32.64,-117.08,San Diego,7,1.0,25.1,6.2,41.819721254355436,10.1,81.0,133,1.7
2026-05-01,2026,5,Riverside,33.98,-117.38,Inland Empire,7,1.1,24.3,4.0,41.819721254355436,11.6,61.7,159,2.5
2026-05-01,2026,5,San Bernardino,34.11,-117.29,Inland Empire,7,1.2,24.2,1.3,42.380174216027925,12.4,60.0,175,2.8
2026-05-01,2026,5,Palm Springs,33.83,-116.55,Low Desert,4,1.8,27.4,0.1,41.769547038327566,11.6,61.7,207,3.3
2026-05-01,2026,5,Indio,33.72,-116.22,Low Desert,4,1.4,27.5,0.2,42.45386759581886,11.6,61.7,161,2.5
2026-05-01,2026,5,Barstow,34.9,-117.02,High Desert,3,1.3,26.8,0.1,42.45386759581886,12.4,60.0,138,2.2
2026-05-01,2026,5,Victorville,34.54,-117.29,High Desert,5,1.2,27.0,0.5,42.380174216027925,12.4,60.0,151,2.4
2026-05-01,2026,5,El Centro,32.79,-115.56,Imperial Valley,4,1.3,25.0,0.6,42.15526132404185,13.3,95.0,132,1.4
2026-05-01,2026,5,Needles,34.85,-114.61,Mojave Desert,2,1.4,26.8,0.2,42.19202090592338,12.4,60.0,135,2.2
2026-05-01,2026,5,Big Bear Lake,34.24,-116.91,Mountain,2,0.9,24.2,0.1,41.819721254355436,12.4,60.0,87,1.4
2026-06-01,2026,6,Crescent City,41.75,-124.2,North Coast,2,1.3,21.8,0.2,42.45386759581886,15.1,45.4,133,2.4
2026-06-01,2026,6,Eureka,40.8,-124.16,North Coast,4,1.2,22.4,0.5,41.967630662020944,15.0,68.7,136,2.0
2026-06-01,2026,6,Arcata,40.86,-124.08,North Coast,4,0.9,22.4,4.9,41.819721254355436,15.0,68.7,102,1.5
2026-06-01,2026,6,Truckee,39.33,-120.18,Sierra Nevada,2,0.9,23.3,0.4,42.00735191637635,11.5,66.8,84,1.3
2026-06-01,2026,6,South Lake Tahoe,38.94,-119.98,Sierra Nevada,3,1.0,23.5,0.4,41.819721254355436,10.6,64.5,104,1.6
2026-06-01,2026,6,Mammoth Lakes,37.65,-118.97,Sierra Nevada,2,0.9,24.3,0.4,42.380174216027925,11.6,0.0,105,2.6
2026-06-01,2026,6,Redding,40.59,-122.39,North Valley,3,1.4,22.5,7.2,42.380174216027925,14.1,51.6,154,2.7
2026-06-01,2026,6,Chico,39.73,-121.84,North Valley,4,1.0,23.1,1.4,42.380174216027925,13.9,55.5,118,2.0
2026-06-01,2026,6,Sacramento,38.58,-121.49,Central Valley,7,1.0,23.7,0.2,41.819721254355436,11.8,70.3,140,2.0
2026-06-01,2026,6,Davis,38.54,-121.74,Central Valley,5,0.7,23.8,4.1,41.819721254355436,11.1,73.9,83,1.2
2026-06-01,2026,6,San Francisco,37.77,-122.42,Bay Area,10,0.9,24.2,2.9,41.819721254355436,8.8,88.0,140,1.7
2026-06-01,2026,6,Oakland,37.8,-122.27,Bay Area,9,1.1,24.2,0.6,42.380174216027925,9.2,86.2,163,2.0
2026-06-01,2026,6,San Jose,37.34,-121.89,Bay Area,8,0.9,24.5,2.5,42.380174216027925,8.2,90.1,123,1.4
2026-06-01,2026,6,Santa Rosa,38.44,-122.71,North Bay,5,1.1,23.8,0.4,41.967630662020944,10.8,81.3,127,1.6
2026-06-01,2026,6,Napa,38.3,-122.29,North Bay,4,1.2,23.9,1.8,41.967630662020944,10.6,81.2,128,1.6
2026-06-01,2026,6,Stockton,37.96,-121.29,Central Valley,6,1.3,24.1,0.1,43.0077003484321,12.7,58.2,178,2.9
2026-06-01,2026,6,Fresno,36.74,-119.79,Central Valley,6,1.4,24.9,12.5,42.380174216027925,13.4,63.3,188,2.9
2026-06-01,2026,6,Visalia,36.33,-119.29,Central Valley,5,1.3,25.1,6.6,41.819721254355436,14.2,56.1,167,2.8
2026-06-01,2026,6,Bakersfield,35.37,-119.02,Central Valley,6,1.4,25.7,5.4,42.380174216027925,14.7,55.7,194,3.2
2026-06-01,2026,6,Monterey,36.6,-121.89,Central Coast,5,1.1,24.9,1.3,42.45386759581886,12.1,76.3,130,1.8
2026-06-01,2026,6,San Luis Obispo,35.28,-120.66,Central Coast,4,0.9,25.7,1.8,42.15526132404185,11.3,63.0,103,1.6
2026-06-01,2026,6,Santa Barbara,34.42,-119.7,Central Coast,6,1.1,26.2,5.7,41.836271777003525,11.6,74.1,141,2.0
2026-06-01,2026,6,Santa Maria,34.95,-120.44,Central Coast,5,1.2,25.9,1.5,42.380174216027925,11.6,74.1,143,2.0
2026-06-01,2026,6,Los Angeles,34.05,-118.24,LA Basin,9,1.0,26.5,2.6,41.967630662020944,11.3,75.1,156,2.1
2026-06-01,2026,6,Long Beach,33.77,-118.19,LA Basin,9,1.0,26.6,0.7,42.380174216027925,11.3,75.1,156,2.1
2026-06-01,2026,6,Santa Monica,34.02,-118.49,LA Basin,9,0.9,26.5,1.4,41.819721254355436,11.3,75.1,140,1.9
2026-06-01,2026,6,Pasadena,34.15,-118.14,LA Basin,8,1.0,26.4,5.0,41.72529616724742,11.3,75.1,146,2.0
2026-06-01,2026,6,Lancaster,34.69,-118.15,High Desert/LA,5,1.1,31.3,0.1,41.819721254355436,11.3,75.1,130,1.8
2026-06-01,2026,6,Anaheim,33.84,-117.91,Orange County,8,1.0,26.6,0.6,42.377386759581924,9.3,74.7,146,2.0
2026-06-01,2026,6,Irvine,33.68,-117.83,Orange County,7,0.8,26.7,4.4,41.819721254355436,9.3,74.7,109,1.5
2026-06-01,2026,6,San Diego,32.72,-117.16,San Diego,8,0.9,27.3,1.7,42.15526132404185,10.1,81.0,128,1.7
2026-06-01,2026,6,Oceanside,33.2,-117.38,San Diego,6,1.1,27.0,0.6,41.967630662020944,10.1,81.0,137,1.8
2026-06-01,2026,6,Chula Vista,32.64,-117.08,San Diego,7,1.0,27.3,0.8,41.819721254355436,10.1,81.0,133,1.7
2026-06-01,2026,6,Riverside,33.98,-117.38,Inland Empire,7,1.1,26.5,0.4,41.819721254355436,11.6,61.7,159,2.5
2026-06-01,2026,6,San Bernardino,34.11,-117.29,Inland Empire,7,1.2,26.4,2.6,42.380174216027925,12.4,60.0,175,2.8
2026-06-01,2026,6,Palm Springs,33.83,-116.55,Low Desert,4,1.8,31.8,0.2,41.769547038327566,11.6,61.7,207,3.3
2026-06-01,2026,6,Indio,33.72,-116.22,Low Desert,4,1.4,31.9,1.6,42.45386759581886,11.6,61.7,161,2.5
2026-06-01,2026,6,Barstow,34.9,-117.02,High Desert,3,1.3,31.2,0.1,42.45386759581886,12.4,60.0,138,2.2
2026-06-01,2026,6,Victorville,34.54,-117.29,High Desert,5,1.2,31.4,0.4,42.380174216027925,12.4,60.0,151,2.4
2026-06-01,2026,6,El Centro,32.79,-115.56,Imperial Valley,4,1.3,27.2,1.8,42.15526132404185,13.3,95.0,132,1.4
2026-06-01,2026,6,Needles,34.85,-114.61,Mojave Desert,2,1.4,31.2,0.1,42.19202090592338,12.4,60.0,135,2.2
2026-06-01,2026,6,Big Bear Lake,34.24,-116.91,Mountain,2,0.9,26.4,1.0,41.819721254355436,12.4,60.0,87,1.4
2026-07-01,2026,7,Crescent City,41.75,-124.2,North Coast,2,1.3,22.7,5.2,42.45386759581886,15.1,45.4,133,2.4
2026-07-01,2026,7,Eureka,40.8,-124.16,North Coast,4,1.2,23.2,2.0,41.967630662020944,15.0,68.7,136,2.0
2026-07-01,2026,7,Arcata,40.86,-124.08,North Coast,4,0.9,23.2,2.2,41.819721254355436,15.0,68.7,102,1.5
2026-07-01,2026,7,Truckee,39.33,-120.18,Sierra Nevada,2,0.9,24.1,0.1,42.00735191637635,11.5,66.8,84,1.3
2026-07-01,2026,7,South Lake Tahoe,38.94,-119.98,Sierra Nevada,3,1.0,24.3,1.7,41.819721254355436,10.6,64.5,104,1.6
2026-07-01,2026,7,Mammoth Lakes,37.65,-118.97,Sierra Nevada,2,0.9,25.1,2.9,42.380174216027925,11.6,0.0,105,2.6
2026-07-01,2026,7,Redding,40.59,-122.39,North Valley,3,1.4,23.3,0.5,42.380174216027925,14.1,51.6,154,2.7
2026-07-01,2026,7,Chico,39.73,-121.84,North Valley,4,1.0,23.9,2.3,42.380174216027925,13.9,55.5,118,2.0
2026-07-01,2026,7,Sacramento,38.58,-121.49,Central Valley,7,1.0,24.6,2.9,41.819721254355436,11.8,70.3,140,2.0
2026-07-01,2026,7,Davis,38.54,-121.74,Central Valley,5,0.7,24.6,4.2,41.819721254355436,11.1,73.9,83,1.2
2026-07-01,2026,7,San Francisco,37.77,-122.42,Bay Area,10,0.9,25.0,2.5,41.819721254355436,8.8,88.0,140,1.7
2026-07-01,2026,7,Oakland,37.8,-122.27,Bay Area,9,1.1,25.0,0.4,42.380174216027925,9.2,86.2,163,2.0
2026-07-01,2026,7,San Jose,37.34,-121.89,Bay Area,8,0.9,25.3,0.9,42.380174216027925,8.2,90.1,123,1.4
2026-07-01,2026,7,Santa Rosa,38.44,-122.71,North Bay,5,1.1,24.6,4.9,41.967630662020944,10.8,81.3,127,1.6
2026-07-01,2026,7,Napa,38.3,-122.29,North Bay,4,1.2,24.7,2.5,41.967630662020944,10.6,81.2,128,1.6
2026-07-01,2026,7,Stockton,37.96,-121.29,Central Valley,6,1.3,24.9,2.2,43.0077003484321,12.7,58.2,178,2.9
2026-07-01,2026,7,Fresno,36.74,-119.79,Central Valley,6,1.4,25.7,1.2,42.380174216027925,13.4,63.3,188,2.9
2026-07-01,2026,7,Visalia,36.33,-119.29,Central Valley,5,1.3,25.9,2.0,41.819721254355436,14.2,56.1,167,2.8
2026-07-01,2026,7,Bakersfield,35.37,-119.02,Central Valley,6,1.4,26.5,1.8,42.380174216027925,14.7,55.7,194,3.2
2026-07-01,2026,7,Monterey,36.6,-121.89,Central Coast,5,1.1,25.7,0.1,42.45386759581886,12.1,76.3,130,1.8
2026-07-01,2026,7,San Luis Obispo,35.28,-120.66,Central Coast,4,0.9,26.5,0.4,42.15526132404185,11.3,63.0,103,1.6
2026-07-01,2026,7,Santa Barbara,34.42,-119.7,Central Coast,6,1.1,27.0,0.0,41.836271777003525,11.6,74.1,141,2.0
2026-07-01,2026,7,Santa Maria,34.95,-120.44,Central Coast,5,1.2,26.7,2.6,42.380174216027925,11.6,74.1,143,2.0
2026-07-01,2026,7,Los Angeles,34.05,-118.24,LA Basin,9,1.0,27.3,1.1,41.967630662020944,11.3,75.1,156,2.1
2026-07-01,2026,7,Long Beach,33.77,-118.19,LA Basin,9,1.0,27.4,1.6,42.380174216027925,11.3,75.1,156,2.1
2026-07-01,2026,7,Santa Monica,34.02,-118.49,LA Basin,9,0.9,27.3,0.1,41.819721254355436,11.3,75.1,140,1.9
2026-07-01,2026,7,Pasadena,34.15,-118.14,LA Basin,8,1.0,27.2,0.3,41.72529616724742,11.3,75.1,146,2.0
2026-07-01,2026,7,Lancaster,34.69,-118.15,High Desert/LA,5,1.1,32.9,0.1,41.819721254355436,11.3,75.1,130,1.8
2026-07-01,2026,7,Anaheim,33.84,-117.91,Orange County,8,1.0,27.4,0.1,42.377386759581924,9.3,74.7,146,2.0
2026-07-01,2026,7,Irvine,33.68,-117.83,Orange County,7,0.8,27.5,1.7,41.819721254355436,9.3,74.7,109,1.5
2026-07-01,2026,7,San Diego,32.72,-117.16,San Diego,8,0.9,28.1,1.7,42.15526132404185,10.1,81.0,128,1.7
2026-07-01,2026,7,Oceanside,33.2,-117.38,San Diego,6,1.1,27.8,1.0,41.967630662020944,10.1,81.0,137,1.8
2026-07-01,2026,7,Chula Vista,32.64,-117.08,San Diego,7,1.0,28.1,0.6,41.819721254355436,10.1,81.0,133,1.7
2026-07-01,2026,7,Riverside,33.98,-117.38,Inland Empire,7,1.1,27.3,1.0,41.819721254355436,11.6,61.7,159,2.5
2026-07-01,2026,7,San Bernardino,34.11,-117.29,Inland Empire,7,1.2,27.2,4.7,42.380174216027925,12.4,60.0,175,2.8
2026-07-01,2026,7,Palm Springs,33.83,-116.55,Low Desert,4,1.8,33.4,1.0,41.769547038327566,11.6,61.7,207,3.3
2026-07-01,2026,7,Indio,33.72,-116.22,Low Desert,4,1.4,33.5,0.2,42.45386759581886,11.6,61.7,161,2.5
2026-07-01,2026,7,Barstow,34.9,-117.02,High Desert,3,1.3,32.8,0.0,42.45386759581886,12.4,60.0,138,2.2
2026-07-01,2026,7,Victorville,34.54,-117.29,High Desert,5,1.2,33.0,1.3,42.380174216027925,12.4,60.0,151,2.4
2026-07-01,2026,7,El Centro,32.79,-115.56,Imperial Valley,4,1.3,28.0,0.1,42.15526132404185,13.3,95.0,132,1.4
2026-07-01,2026,7,Needles,34.85,-114.61,Mojave Desert,2,1.4,32.8,1.2,42.19202090592338,12.4,60.0,135,2.2
2026-07-01,2026,7,Big Bear Lake,34.24,-116.91,Mountain,2,0.9,27.2,0.8,41.819721254355436,12.4,60.0,87,1.4
2026-08-01,2026,8,Crescent City,41.75,-124.2,North Coast,2,1.3,21.8,1.5,42.45386759581886,15.1,45.4,133,2.4
2026-08-01,2026,8,Eureka,40.8,-124.16,North Coast,4,1.2,22.4,0.2,41.967630662020944,15.0,68.7,136,2.0
2026-08-01,2026,8,Arcata,40.86,-124.08,North Coast,4,0.9,22.4,0.5,41.819721254355436,15.0,68.7,102,1.5
2026-08-01,2026,8,Truckee,39.33,-120.18,Sierra Nevada,2,0.9,23.3,2.8,42.00735191637635,11.5,66.8,84,1.3
2026-08-01,2026,8,South Lake Tahoe,38.94,-119.98,Sierra Nevada,3,1.0,23.5,2.5,41.819721254355436,10.6,64.5,104,1.6
2026-08-01,2026,8,Mammoth Lakes,37.65,-118.97,Sierra Nevada,2,0.9,24.3,1.4,42.380174216027925,11.6,0.0,105,2.6
2026-08-01,2026,8,Redding,40.59,-122.39,North Valley,3,1.4,22.5,3.2,42.380174216027925,14.1,51.6,154,2.7
2026-08-01,2026,8,Chico,39.73,-121.84,North Valley,4,1.0,23.1,4.6,42.380174216027925,13.9,55.5,118,2.0
2026-08-01,2026,8,Sacramento,38.58,-121.49,Central Valley,7,1.0,23.7,3.9,41.819721254355436,11.8,70.3,140,2.0
2026-08-01,2026,8,Davis,38.54,-121.74,Central Valley,5,0.7,23.8,3.0,41.819721254355436,11.1,73.9,83,1.2
2026-08-01,2026,8,San Francisco,37.77,-122.42,Bay Area,10,0.9,24.2,0.9,41.819721254355436,8.8,88.0,140,1.7
2026-08-01,2026,8,Oakland,37.8,-122.27,Bay Area,9,1.1,24.2,3.1,42.380174216027925,9.2,86.2,163,2.0
2026-08-01,2026,8,San Jose,37.34,-121.89,Bay Area,8,0.9,24.5,2.2,42.380174216027925,8.2,90.1,123,1.4
2026-08-01,2026,8,Santa Rosa,38.44,-122.71,North Bay,5,1.1,23.8,3.0,41.967630662020944,10.8,81.3,127,1.6
2026-08-01,2026,8,Napa,38.3,-122.29,North Bay,4,1.2,23.9,0.8,41.967630662020944,10.6,81.2,128,1.6
2026-08-01,2026,8,Stockton,37.96,-121.29,Central Valley,6,1.3,24.1,0.6,43.0077003484321,12.7,58.2,178,2.9
2026-08-01,2026,8,Fresno,36.74,-119.79,Central Valley,6,1.4,24.9,0.2,42.380174216027925,13.4,63.3,188,2.9
2026-08-01,2026,8,Visalia,36.33,-119.29,Central Valley,5,1.3,25.1,2.3,41.819721254355436,14.2,56.1,167,2.8
2026-08-01,2026,8,Bakersfield,35.37,-119.02,Central Valley,6,1.4,25.7,0.3,42.380174216027925,14.7,55.7,194,3.2
2026-08-01,2026,8,Monterey,36.6,-121.89,Central Coast,5,1.1,24.9,3.0,42.45386759581886,12.1,76.3,130,1.8
2026-08-01,2026,8,San Luis Obispo,35.28,-120.66,Central Coast,4,0.9,25.7,0.3,42.15526132404185,11.3,63.0,103,1.6
2026-08-01,2026,8,Santa Barbara,34.42,-119.7,Central Coast,6,1.1,26.2,0.2,41.836271777003525,11.6,74.1,141,2.0
2026-08-01,2026,8,Santa Maria,34.95,-120.44,Central Coast,5,1.2,25.9,0.7,42.380174216027925,11.6,74.1,143,2.0
2026-08-01,2026,8,Los Angeles,34.05,-118.24,LA Basin,9,1.0,26.5,1.2,41.967630662020944,11.3,75.1,156,2.1
2026-08-01,2026,8,Long Beach,33.77,-118.19,LA Basin,9,1.0,26.6,0.4,42.380174216027925,11.3,75.1,156,2.1
2026-08-01,2026,8,Santa Monica,34.02,-118.49,LA Basin,9,0.9,26.5,1.4,41.819721254355436,11.3,75.1,140,1.9
2026-08-01,2026,8,Pasadena,34.15,-118.14,LA Basin,8,1.0,26.4,1.7,41.72529616724742,11.3,75.1,146,2.0
2026-08-01,2026,8,Lancaster,34.69,-118.15,High Desert/LA,5,1.1,31.3,0.3,41.819721254355436,11.3,75.1,130,1.8
2026-08-01,2026,8,Anaheim,33.84,-117.91,Orange County,8,1.0,26.6,3.3,42.377386759581924,9.3,74.7,146,2.0
2026-08-01,2026,8,Irvine,33.68,-117.83,Orange County,7,0.8,26.7,1.6,41.819721254355436,9.3,74.7,109,1.5
2026-08-01,2026,8,San Diego,32.72,-117.16,San Diego,8,0.9,27.3,5.6,42.15526132404185,10.1,81.0,128,1.7
2026-08-01,2026,8,Oceanside,33.2,-117.38,San Diego,6,1.1,27.0,3.7,41.967630662020944,10.1,81.0,137,1.8
2026-08-01,2026,8,Chula Vista,32.64,-117.08,San Diego,7,1.0,27.3,0.0,41.819721254355436,10.1,81.0,133,1.7
2026-08-01,2026,8,Riverside,33.98,-117.38,Inland Empire,7,1.1,26.5,4.9,41.819721254355436,11.6,61.7,159,2.5
2026-08-01,2026,8,San Bernardino,34.11,-117.29,Inland Empire,7,1.2,26.4,2.0,42.380174216027925,12.4,60.0,175,2.8
2026-08-01,2026,8,Palm Springs,33.83,-116.55,Low Desert,4,1.8,31.8,0.7,41.769547038327566,11.6,61.7,207,3.3
2026-08-01,2026,8,Indio,33.72,-116.22,Low Desert,4,1.4,31.9,0.1,42.45386759581886,11.6,61.7,161,2.5
2026-08-01,2026,8,Barstow,34.9,-117.02,High Desert,3,1.3,31.2,0.4,42.45386759581886,12.4,60.0,138,2.2
2026-08-01,2026,8,Victorville,34.54,-117.29,High Desert,5,1.2,31.4,0.2,42.380174216027925,12.4,60.0,151,2.4
2026-08-01,2026,8,El Centro,32.79,-115.56,Imperial Valley,4,1.3,27.2,2.2,42.15526132404185,13.3,95.0,132,1.4
2026-08-01,2026,8,Needles,34.85,-114.61,Mojave Desert,2,1.4,31.2,1.2,42.19202090592338,12.4,60.0,135,2.2
2026-08-01,2026,8,Big Bear Lake,34.24,-116.91,Mountain,2,0.9,26.4,0.8,41.819721254355436,12.4,60.0,87,1.4
2026-09-01,2026,9,Crescent City,41.75,-124.2,North Coast,2,1.3,19.7,1.8,42.45386759581886,15.1,45.4,133,2.4
2026-09-01,2026,9,Eureka,40.8,-124.16,North Coast,4,1.2,20.2,1.8,41.967630662020944,15.0,68.7,136,2.0
2026-09-01,2026,9,Arcata,40.86,-124.08,North Coast,4,0.9,20.2,2.2,41.819721254355436,15.0,68.7,102,1.5
2026-09-01,2026,9,Truckee,39.33,-120.18,Sierra Nevada,2,0.9,21.1,1.2,42.00735191637635,11.5,66.8,84,1.3
2026-09-01,2026,9,South Lake Tahoe,38.94,-119.98,Sierra Nevada,3,1.0,21.3,3.4,41.819721254355436,10.6,64.5,104,1.6
2026-09-01,2026,9,Mammoth Lakes,37.65,-118.97,Sierra Nevada,2,0.9,22.1,4.2,42.380174216027925,11.6,0.0,105,2.6
2026-09-01,2026,9,Redding,40.59,-122.39,North Valley,3,1.4,20.3,1.3,42.380174216027925,14.1,51.6,154,2.7
2026-09-01,2026,9,Chico,39.73,-121.84,North Valley,4,1.0,20.9,3.1,42.380174216027925,13.9,55.5,118,2.0
2026-09-01,2026,9,Sacramento,38.58,-121.49,Central Valley,7,1.0,21.6,1.0,41.819721254355436,11.8,70.3,140,2.0
2026-09-01,2026,9,Davis,38.54,-121.74,Central Valley,5,0.7,21.6,0.6,41.819721254355436,11.1,73.9,83,1.2
2026-09-01,2026,9,San Francisco,37.77,-122.42,Bay Area,10,0.9,22.0,1.5,41.819721254355436,8.8,88.0,140,1.7
2026-09-01,2026,9,Oakland,37.8,-122.27,Bay Area,9,1.1,22.0,1.6,42.380174216027925,9.2,86.2,163,2.0
2026-09-01,2026,9,San Jose,37.34,-121.89,Bay Area,8,0.9,22.3,0.7,42.380174216027925,8.2,90.1,123,1.4
2026-09-01,2026,9,Santa Rosa,38.44,-122.71,North Bay,5,1.1,21.6,0.4,41.967630662020944,10.8,81.3,127,1.6
2026-09-01,2026,9,Napa,38.3,-122.29,North Bay,4,1.2,21.7,0.4,41.967630662020944,10.6,81.2,128,1.6
2026-09-01,2026,9,Stockton,37.96,-121.29,Central Valley,6,1.3,21.9,0.5,43.0077003484321,12.7,58.2,178,2.9
2026-09-01,2026,9,Fresno,36.74,-119.79,Central Valley,6,1.4,22.7,2.1,42.380174216027925,13.4,63.3,188,2.9
2026-09-01,2026,9,Visalia,36.33,-119.29,Central Valley,5,1.3,22.9,4.5,41.819721254355436,14.2,56.1,167,2.8
2026-09-01,2026,9,Bakersfield,35.37,-119.02,Central Valley,6,1.4,23.5,0.6,42.380174216027925,14.7,55.7,194,3.2
2026-09-01,2026,9,Monterey,36.6,-121.89,Central Coast,5,1.1,22.7,1.6,42.45386759581886,12.1,76.3,130,1.8
2026-09-01,2026,9,San Luis Obispo,35.28,-120.66,Central Coast,4,0.9,23.5,3.5,42.15526132404185,11.3,63.0,103,1.6
2026-09-01,2026,9,Santa Barbara,34.42,-119.7,Central Coast,6,1.1,24.0,0.1,41.836271777003525,11.6,74.1,141,2.0
2026-09-01,2026,9,Santa Maria,34.95,-120.44,Central Coast,5,1.2,23.7,2.6,42.380174216027925,11.6,74.1,143,2.0
2026-09-01,2026,9,Los Angeles,34.05,-118.24,LA Basin,9,1.0,24.3,4.1,41.967630662020944,11.3,75.1,156,2.1
2026-09-01,2026,9,Long Beach,33.77,-118.19,LA Basin,9,1.0,24.4,0.7,42.380174216027925,11.3,75.1,156,2.1
2026-09-01,2026,9,Santa Monica,34.02,-118.49,LA Basin,9,0.9,24.3,0.1,41.819721254355436,11.3,75.1,140,1.9
2026-09-01,2026,9,Pasadena,34.15,-118.14,LA Basin,8,1.0,24.2,0.4,41.72529616724742,11.3,75.1,146,2.0
2026-09-01,2026,9,Lancaster,34.69,-118.15,High Desert/LA,5,1.1,26.9,0.3,41.819721254355436,11.3,75.1,130,1.8
2026-09-01,2026,9,Anaheim,33.84,-117.91,Orange County,8,1.0,24.4,1.0,42.377386759581924,9.3,74.7,146,2.0
2026-09-01,2026,9,Irvine,33.68,-117.83,Orange County,7,0.8,24.5,2.4,41.819721254355436,9.3,74.7,109,1.5
2026-09-01,2026,9,San Diego,32.72,-117.16,San Diego,8,0.9,25.1,0.3,42.15526132404185,10.1,81.0,128,1.7
2026-09-01,2026,9,Oceanside,33.2,-117.38,San Diego,6,1.1,24.8,0.6,41.967630662020944,10.1,81.0,137,1.8
2026-09-01,2026,9,Chula Vista,32.64,-117.08,San Diego,7,1.0,25.1,0.4,41.819721254355436,10.1,81.0,133,1.7
2026-09-01,2026,9,Riverside,33.98,-117.38,Inland Empire,7,1.1,24.3,1.7,41.819721254355436,11.6,61.7,159,2.5
2026-09-01,2026,9,San Bernardino,34.11,-117.29,Inland Empire,7,1.2,24.2,0.3,42.380174216027925,12.4,60.0,175,2.8
2026-09-01,2026,9,Palm Springs,33.83,-116.55,Low Desert,4,1.8,27.4,1.1,41.769547038327566,11.6,61.7,207,3.3
2026-09-01,2026,9,Indio,33.72,-116.22,Low Desert,4,1.4,27.5,0.6,42.45386759581886,11.6,61.7,161,2.5
2026-09-01,2026,9,Barstow,34.9,-117.02,High Desert,3,1.3,26.8,0.1,42.45386759581886,12.4,60.0,138,2.2
2026-09-01,2026,9,Victorville,34.54,-117.29,High Desert,5,1.2,27.0,0.5,42.380174216027925,12.4,60.0,151,2.4
2026-09-01,2026,9,El Centro,32.79,-115.56,Imperial Valley,4,1.3,25.0,0.5,42.15526132404185,13.3,95.0,132,1.4
2026-09-01,2026,9,Needles,34.85,-114.61,Mojave Desert,2,1.4,26.8,0.3,42.19202090592338,12.4,60.0,135,2.2
2026-09-01,2026,9,Big Bear Lake,34.24,-116.91,Mountain,2,0.9,24.2,0.6,41.819721254355436,12.4,60.0,87,1.4
2026-10-01,2026,10,Crescent City,41.75,-124.2,North Coast,2,1.3,16.7,1.3,42.45386759581886,15.1,45.4,134,2.4
2026-10-01,2026,10,Eureka,40.8,-124.16,North Coast,4,1.2,17.2,1.7,41.967630662020944,15.0,68.7,136,2.0
2026-10-01,2026,10,Arcata,40.86,-124.08,North Coast,4,0.9,17.2,4.6,41.819721254355436,15.0,68.7,102,1.5
2026-10-01,2026,10,Truckee,39.33,-120.18,Sierra Nevada,2,0.9,18.1,0.7,42.00735191637635,11.5,66.8,84,1.3
2026-10-01,2026,10,South Lake Tahoe,38.94,-119.98,Sierra Nevada,3,1.0,18.3,1.6,41.819721254355436,10.6,64.5,104,1.6
2026-10-01,2026,10,Mammoth Lakes,37.65,-118.97,Sierra Nevada,2,0.9,19.1,1.4,42.380174216027925,11.6,0.0,105,2.6
2026-10-01,2026,10,Redding,40.59,-122.39,North Valley,3,1.4,17.3,2.5,42.380174216027925,14.1,51.6,154,2.7
2026-10-01,2026,10,Chico,39.73,-121.84,North Valley,4,1.0,17.9,1.1,42.380174216027925,13.9,55.5,118,2.0
2026-10-01,2026,10,Sacramento,38.58,-121.49,Central Valley,7,1.0,18.6,4.9,41.819721254355436,11.8,70.3,140,2.0
2026-10-01,2026,10,Davis,38.54,-121.74,Central Valley,5,0.7,18.6,3.1,41.819721254355436,11.1,73.9,83,1.2
2026-10-01,2026,10,San Francisco,37.77,-122.42,Bay Area,10,0.9,19.0,0.5,41.819721254355436,8.8,88.0,140,1.7
2026-10-01,2026,10,Oakland,37.8,-122.27,Bay Area,9,1.1,19.0,1.5,42.380174216027925,9.2,86.2,163,2.0
2026-10-01,2026,10,San Jose,37.34,-121.89,Bay Area,8,0.9,19.3,0.3,42.380174216027925,8.2,90.1,123,1.4
2026-10-01,2026,10,Santa Rosa,38.44,-122.71,North Bay,5,1.1,18.6,3.5,41.967630662020944,10.8,81.3,127,1.6
2026-10-01,2026,10,Napa,38.3,-122.29,North Bay,4,1.2,18.7,4.8,41.967630662020944,10.6,81.2,128,1.6
2026-10-01,2026,10,Stockton,37.96,-121.29,Central Valley,6,1.3,18.9,2.2,43.0077003484321,12.7,58.2,178,2.9
2026-10-01,2026,10,Fresno,36.74,-119.79,Central Valley,6,1.4,19.7,2.6,42.380174216027925,13.4,63.3,188,2.9
2026-10-01,2026,10,Visalia,36.33,-119.29,Central Valley,5,1.3,19.9,2.1,41.819721254355436,14.2,56.1,167,2.8
2026-10-01,2026,10,Bakersfield,35.37,-119.02,Central Valley,6,1.4,20.5,6.2,42.380174216027925,14.7,55.7,194,3.2
2026-10-01,2026,10,Monterey,36.6,-121.89,Central Coast,5,1.1,19.7,0.1,42.45386759581886,12.1,76.3,130,1.8
2026-10-01,2026,10,San Luis Obispo,35.28,-120.66,Central Coast,4,0.9,20.5,0.9,42.15526132404185,11.3,63.0,103,1.6
2026-10-01,2026,10,Santa Barbara,34.42,-119.7,Central Coast,6,1.1,21.0,1.8,41.836271777003525,11.6,74.1,141,2.0
2026-10-01,2026,10,Santa Maria,34.95,-120.44,Central Coast,5,1.2,20.7,1.7,42.380174216027925,11.6,74.1,143,2.0
